Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
118;inet.2;134.87.0.0/16;134.87.112.0/24;271;rlt0.40;No;cr1.mgmt.vncv1
119;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.4/30;;Adjacent Router;No;cr1.mgmt.vncv1
120;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.6/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
121;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.8/31;271;rlt0.50;No;cr1.mgmt.vncv1
122;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.9/32;271;rlt0.50;Yes;cr1.mgmt.vncv1
123;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.12/30;;Adjacent Router;No;cr1.mgmt.vncv1
124;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.13/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
125;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.16/31;;Adjacent Router;No;cr1.mgmt.vncv1
126;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.17/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
127;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.18/31;;Adjacent Router;No;cr1.mgmt.vncv1
128;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.19/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
129;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.20/30;271;xe-1/2/1.905;No;cr1.mgmt.vncv1
130;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.22/32;271;xe-1/2/1.905;Yes;cr1.mgmt.vncv1
131;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.26/31;271;et-7/1/2.2988;No;cr1.mgmt.vncv1
132;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.27/32;271;et-7/1/2.2988;Yes;cr1.mgmt.vncv1
