Index;Route_Instance;Supernet;Subnet;ASN;AS_Path;Destination_Interface;Local;Router
648;inet.2;134.87.0.0/16;134.87.2.82/32;271;271;ge-1/1/9.74;Yes;cr1.mgmt.vncv1
649;inet.2;134.87.0.0/16;134.87.2.160/29;271;271;xe-2/0/2.83;No;cr1.mgmt.vncv1
650;inet.2;134.87.0.0/16;134.87.2.166/32;271;271;xe-2/0/2.83;Yes;cr1.mgmt.vncv1
651;inet.2;134.87.0.0/16;134.87.2.168/31;271;271;et-5/0/2.912;No;cr1.mgmt.vncv1
652;inet.2;134.87.0.0/16;134.87.2.169/32;271;271;et-5/0/2.912;Yes;cr1.mgmt.vncv1
653;inet.2;134.87.0.0/16;134.87.2.170/31;271;271;et-5/0/2.170;No;cr1.mgmt.vncv1
654;inet.2;134.87.0.0/16;134.87.2.171/32;271;271;et-5/0/2.170;Yes;cr1.mgmt.vncv1
655;inet.2;134.87.0.0/16;134.87.2.188/30;271;271;ge-11/1/6.0;No;cr1.mgmt.vncv1
656;inet.2;134.87.0.0/16;134.87.2.189/32;271;271;ge-11/1/6.0;Yes;cr1.mgmt.vncv1
657;inet.2;134.87.0.0/16;134.87.4.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
658;inet.2;134.87.0.0/16;134.87.112.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
659;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.8/31;271;271;rlt0.50;No;cr1.mgmt.vncv1
660;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.9/32;271;271;rlt0.50;Yes;cr1.mgmt.vncv1
661;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.20/30;271;271;xe-1/2/1.905;No;cr1.mgmt.vncv1
662;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.22/32;271;271;xe-1/2/1.905;Yes;cr1.mgmt.vncv1
663;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.26/31;271;271;et-7/1/2.2988;No;cr1.mgmt.vncv1
664;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.27/32;271;271;et-7/1/2.2988;Yes;cr1.mgmt.vncv1
665;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.32/31;271;271;et-5/0/2.910;No;cr1.mgmt.vncv1
666;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.33/32;271;271;et-5/0/2.910;Yes;cr1.mgmt.vncv1
667;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.34/31;271;271;et-5/0/2.167;No;cr1.mgmt.vncv1
668;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.35/32;271;271;et-5/0/2.167;Yes;cr1.mgmt.vncv1
669;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.114/31;271;271;xe-2/0/2.84;No;cr1.mgmt.vncv1
670;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.115/32;271;271;xe-2/0/2.84;Yes;cr1.mgmt.vncv1
671;IX-VANTX1.inet.0;134.87.0.0/16;134.87.0.254/32;271;271;lo0.3;Yes;cr1.mgmt.vncv1
672;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.20/30;271;271;rlt0.50;No;cr1.mgmt.vncv1
673;IX-VANTX1.inet.0;134.87.0.0/16;134.87.2.28/30;271;271;rlt0.50;No;cr1.mgmt.vncv1
674;IX-VANTX1.inet.0;134.87.0.0/16;134.87.4.0/24;271;271;rlt0.50;No;cr1.mgmt.vncv1
675;IX-VANTX1.inet.0;134.87.0.0/16;134.87.112.0/24;271;271;rlt0.50;No;cr1.mgmt.vncv1
676;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.20/30;271;271;rlt0.30;No;cr1.mgmt.vncv1
677;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.28/30;271;271;rlt0.30;No;cr1.mgmt.vncv1
678;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.152/29;271;271;xe-2/0/2.81;No;cr1.mgmt.vncv1
679;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.158/32;271;271;xe-2/0/2.81;Yes;cr1.mgmt.vncv1
680;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.4.0/24;271;271;rlt0.30;No;cr1.mgmt.vncv1
681;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.210/31;271;271;et-5/0/2.911;No;cr1.mgmt.vncv1
682;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.211/32;271;271;et-5/0/2.911;Yes;cr1.mgmt.vncv1
683;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.212/31;271;271;et-5/0/2.171;No;cr1.mgmt.vncv1
684;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.213/32;271;271;et-5/0/2.171;Yes;cr1.mgmt.vncv1
685;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.218/31;271;271;et-7/1/2.2986;No;cr1.mgmt.vncv1
686;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.219/32;271;271;et-7/1/2.2986;Yes;cr1.mgmt.vncv1
687;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.248/31;271;271;ae14.4081;No;cr1.mgmt.vncv1
688;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.249/32;271;271;ae14.4081;Yes;cr1.mgmt.vncv1
689;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.250/31;271;271;ae14.4084;No;cr1.mgmt.vncv1
690;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.251/32;271;271;ae14.4084;Yes;cr1.mgmt.vncv1
691;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.112.0/24;271;271;rlt0.30;No;cr1.mgmt.vncv1
692;inet.0;142.231.0.0/16;142.231.1.48/29;271;271;xe-1/2/1.901;No;cr1.mgmt.vncv1
693;inet.0;142.231.0.0/16;142.231.1.54/32;271;271;xe-1/2/1.901;Yes;cr1.mgmt.vncv1
694;inet.0;142.231.0.0/16;142.231.1.80/29;271;271;xe-1/2/5.37;No;cr1.mgmt.vncv1
695;inet.0;142.231.0.0/16;142.231.1.86/32;271;271;xe-1/2/5.37;Yes;cr1.mgmt.vncv1
696;inet.0;142.231.0.0/16;142.231.1.120/31;271;271;rlt0.40;No;cr1.mgmt.vncv1
697;inet.0;142.231.0.0/16;142.231.1.160/27;271;271;rlt0.40;No;cr1.mgmt.vncv1
698;inet.0;142.231.0.0/16;142.231.2.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
699;inet.0;142.231.0.0/16;142.231.2.4/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
700;inet.0;142.231.0.0/16;142.231.2.12/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
701;inet.0;142.231.0.0/16;142.231.2.24/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
702;inet.0;142.231.0.0/16;142.231.2.224/27;271;271;rlt0.40;No;cr1.mgmt.vncv1
703;inet.0;142.231.0.0/16;142.231.3.0/24;271;271;xe-1/2/5.37;No;cr1.mgmt.vncv1
704;inet.0;142.231.0.0/16;142.231.6.0/24;271;271;xe-1/2/5.37;No;cr1.mgmt.vncv1
705;inet.0;142.231.0.0/16;142.231.112.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
706;inet.2;142.231.0.0/16;142.231.1.48/29;271;271;xe-1/2/1.901;No;cr1.mgmt.vncv1
707;inet.2;142.231.0.0/16;142.231.1.54/32;271;271;xe-1/2/1.901;Yes;cr1.mgmt.vncv1
708;inet.2;142.231.0.0/16;142.231.1.80/29;271;271;xe-1/2/5.37;No;cr1.mgmt.vncv1
709;inet.2;142.231.0.0/16;142.231.1.86/32;271;271;xe-1/2/5.37;Yes;cr1.mgmt.vncv1
710;inet.2;142.231.0.0/16;142.231.1.120/31;271;271;rlt0.40;No;cr1.mgmt.vncv1
711;inet.2;142.231.0.0/16;142.231.1.160/27;271;271;rlt0.40;No;cr1.mgmt.vncv1
712;inet.2;142.231.0.0/16;142.231.2.4/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
713;inet.2;142.231.0.0/16;142.231.2.12/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
714;inet.2;142.231.0.0/16;142.231.2.24/30;271;271;rlt0.40;No;cr1.mgmt.vncv1
715;inet.2;142.231.0.0/16;142.231.2.224/27;271;271;rlt0.40;No;cr1.mgmt.vncv1
716;inet.2;142.231.0.0/16;142.231.112.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
717;mgmt_junos.inet.0;142.231.0.0/16;142.231.144.0/20;271;271;fxp0.0;No;cr1.mgmt.vncv1
718;mgmt_junos.inet.0;142.231.0.0/16;142.231.145.0/24;271;271;fxp0.0;No;cr1.mgmt.vncv1
719;mgmt_junos.inet.0;142.231.0.0/16;142.231.145.0/24;271;271;fxp0.0;No;cr1.mgmt.vncv1
720;mgmt_junos.inet.0;142.231.0.0/16;142.231.145.2/32;271;271;fxp0.0;Yes;cr1.mgmt.vncv1
721;mgmt_junos.inet.0;142.231.0.0/16;142.231.145.3/32;271;271;fxp0.0;Yes;cr1.mgmt.vncv1
722;MANLAN.inet.0;142.231.0.0/16;142.231.145.0/24;271;271;ge-11/0/8.654;No;cr1.mgmt.vncv1
723;MANLAN.inet.0;142.231.0.0/16;142.231.151.0/28;271;271;xe-1/2/4.256;No;cr1.mgmt.vncv1
724;MANLAN.inet.0;142.231.0.0/16;142.231.151.1/32;271;271;xe-1/2/4.256;Yes;cr1.mgmt.vncv1
725;MANLAN.inet.0;142.231.0.0/16;142.231.151.13/32;271;271;xe-1/2/4.256;Yes;cr1.mgmt.vncv1
726;MANLAN.inet.0;142.231.0.0/16;142.231.151.96/27;271;271;irb.244;No;cr1.mgmt.vncv1
727;MANLAN.inet.0;142.231.0.0/16;142.231.151.97/32;271;271;irb.244;Yes;cr1.mgmt.vncv1
728;MANLAN.inet.0;142.231.0.0/16;142.231.151.125/32;271;271;irb.244;Yes;cr1.mgmt.vncv1
729;MANLAN.inet.0;142.231.0.0/16;142.231.151.193/32;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
730;MANLAN.inet.0;142.231.0.0/16;142.231.151.194/32;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
731;MANLAN.inet.0;142.231.0.0/16;142.231.151.195/32;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
732;MANLAN.inet.0;142.231.0.0/16;142.231.151.196/32;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
733;MANLAN.inet.0;142.231.0.0/16;142.231.151.201/32;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
734;MANLAN.inet.0;142.231.0.0/16;142.231.151.202/32;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
735;MANLAN.inet.0;142.231.0.0/16;142.231.151.208/28;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
736;MANLAN.inet.0;142.231.0.0/16;142.231.151.224/30;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
737;MANLAN.inet.0;142.231.0.0/16;142.231.151.228/30;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
738;MANLAN.inet.0;142.231.0.0/16;142.231.151.240/28;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
739;MANLAN.inet.0;142.231.0.0/16;142.231.152.0/28;271;271;ge-11/0/8.654;No;cr1.mgmt.vncv1
740;MANLAN.inet.0;142.231.0.0/16;142.231.152.128/28;271;271;ge-11/0/8.654;No;cr1.mgmt.vncv1
741;MANLAN.inet.0;142.231.0.0/16;142.231.153.16/28;271;271;ge-11/0/8.652;No;cr1.mgmt.vncv1
742;IX-VANTX1.inet.0;142.231.0.0/16;142.231.1.120/31;271;271;rlt0.50;No;cr1.mgmt.vncv1
743;IX-VANTX1.inet.0;142.231.0.0/16;142.231.1.160/27;271;271;rlt0.50;No;cr1.mgmt.vncv1
744;IX-VANTX1.inet.0;142.231.0.0/16;142.231.2.0/24;271;271;rlt0.50;No;cr1.mgmt.vncv1
745;IX-VANTX1.inet.0;142.231.0.0/16;142.231.2.4/30;271;271;rlt0.50;No;cr1.mgmt.vncv1
746;IX-VANTX1.inet.0;142.231.0.0/16;142.231.2.12/30;271;271;rlt0.50;No;cr1.mgmt.vncv1
747;IX-VANTX1.inet.0;142.231.0.0/16;142.231.2.24/30;271;271;rlt0.50;No;cr1.mgmt.vncv1
748;IX-VANTX1.inet.0;142.231.0.0/16;142.231.2.224/27;271;271;rlt0.50;No;cr1.mgmt.vncv1
749;IX-VANTX1.inet.0;142.231.0.0/16;142.231.112.0/24;271;271;rlt0.50;No;cr1.mgmt.vncv1
750;IX-VANTX1.inet.0;142.231.0.0/16;142.231.116.0/24;271;271;rlt0.50;No;cr1.mgmt.vncv1
751;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.1.112/29;271;271;xe-1/2/5.57;No;cr1.mgmt.vncv1
752;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.1.118/32;271;271;xe-1/2/5.57;Yes;cr1.mgmt.vncv1
753;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.1.120/31;271;271;rlt0.30;No;cr1.mgmt.vncv1
754;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.1.160/27;271;271;rlt0.30;No;cr1.mgmt.vncv1
755;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.2.0/24;271;271;rlt0.30;No;cr1.mgmt.vncv1
756;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.2.4/30;271;271;rlt0.30;No;cr1.mgmt.vncv1
757;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.2.12/30;271;271;rlt0.30;No;cr1.mgmt.vncv1
758;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.2.24/30;271;271;rlt0.30;No;cr1.mgmt.vncv1
759;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.2.224/27;271;271;rlt0.30;No;cr1.mgmt.vncv1
760;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.3.0/24;271;271;xe-1/2/5.57;No;cr1.mgmt.vncv1
761;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.6.0/24;271;271;xe-1/2/5.57;No;cr1.mgmt.vncv1
762;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.22.0/24;64522;64522;ae14.4081;No;cr1.mgmt.vncv1
763;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.23.0/24;64522;64522;ae14.4081;No;cr1.mgmt.vncv1
764;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.112.0/24;271;271;rlt0.30;No;cr1.mgmt.vncv1
765;TRANSIT-VANTX1.inet.0;142.231.0.0/16;142.231.116.0/24;271;271;rlt0.30;No;cr1.mgmt.vncv1
766;TRANSIT-VANTX1.inet.0;192.219.32.0/19;192.219.32.0/19;577;6327 577;xe-5/1/0:0.0;No;cr1.mgmt.vncv1
767;TRANSIT-VANTX1.inet.0;192.219.32.0/19;192.219.32.0/19;577;63213 3257 577;xe-7/1/0:0.1289;No;cr1.mgmt.vncv1
768;TRANSIT-VANTX1.inet.0;192.219.32.0/19;192.219.32.0/19;577;63213 3257 577;xe-7/1/0:0.3289;No;cr1.mgmt.vncv1
769;inet.0;206.12.0.0/16;206.12.0.1/32;271;271;lo0.0;Yes;cr1.mgmt.vncv1
770;inet.0;206.12.0.0/16;206.12.1.0/24;36391;36391;xe-1/2/1.901;No;cr1.mgmt.vncv1
771;inet.0;206.12.0.0/16;206.12.9.0/24;36391;36391;et-5/0/2.912;No;cr1.mgmt.vncv1
772;inet.0;206.12.0.0/16;206.12.48.0/24;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
773;inet.0;206.12.0.0/16;206.12.56.0/23;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
774;inet.0;206.12.0.0/16;206.12.58.0/24;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
775;inet.0;206.12.0.0/16;206.12.59.0/24;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
776;inet.0;206.12.0.0/16;206.12.88.0/21;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
777;inet.0;206.12.0.0/16;206.12.96.0/21;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
778;inet.0;206.12.0.0/16;206.12.120.0/21;11105;11105;et-5/0/2.170;No;cr1.mgmt.vncv1
779;inet.0;206.12.0.0/16;206.12.152.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
780;inet.0;206.12.0.0/16;206.12.155.0/24;16462;16462;et-7/1/2.2987;No;cr1.mgmt.vncv1
781;inet.2;206.12.0.0/16;206.12.0.1/32;271;271;lo0.0;Yes;cr1.mgmt.vncv1
782;inet.2;206.12.0.0/16;206.12.152.0/24;271;271;rlt0.40;No;cr1.mgmt.vncv1
783;IX-VANTX1.inet.0;206.12.0.0/16;206.12.1.0/24;36391;36391;xe-1/2/1.905;No;cr1.mgmt.vncv1
784;IX-VANTX1.inet.0;206.12.0.0/16;206.12.3.1/32;271;271;lo0.3;Yes;cr1.mgmt.vncv1
785;IX-VANTX1.inet.0;206.12.0.0/16;206.12.9.0/24;36391;36391;et-5/0/2.910;No;cr1.mgmt.vncv1
786;IX-VANTX1.inet.0;206.12.0.0/16;206.12.48.0/24;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
787;IX-VANTX1.inet.0;206.12.0.0/16;206.12.56.0/23;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
788;IX-VANTX1.inet.0;206.12.0.0/16;206.12.58.0/24;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
789;IX-VANTX1.inet.0;206.12.0.0/16;206.12.59.0/24;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
790;IX-VANTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;25668;ae11.0;No;cr1.mgmt.vncv1
791;IX-VANTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;25668;ae11.0;No;cr1.mgmt.vncv1
792;IX-VANTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;25668;ae11.0;No;cr1.mgmt.vncv1
793;IX-VANTX1.inet.0;206.12.0.0/16;206.12.88.0/21;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
794;IX-VANTX1.inet.0;206.12.0.0/16;206.12.96.0/21;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
795;IX-VANTX1.inet.0;206.12.0.0/16;206.12.120.0/21;11105;11105;et-5/0/2.167;No;cr1.mgmt.vncv1
796;IX-VANTX1.inet.0;206.12.0.0/16;206.12.152.0/24;271;271;rlt0.50;No;cr1.mgmt.vncv1
797;IX-VANTX1.inet.0;206.12.0.0/16;206.12.155.0/24;16462;16462;et-7/1/2.2988;No;cr1.mgmt.vncv1
798;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.1.0/24;36391;36391;xe-1/2/1.903;No;cr1.mgmt.vncv1
799;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.9.0/24;36391;36391;et-5/0/2.911;No;cr1.mgmt.vncv1
800;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.48.0/24;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
801;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.56.0/23;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
802;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.58.0/24;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
803;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.59.0/24;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
804;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;6327 25668;xe-5/1/0:0.0;No;cr1.mgmt.vncv1
805;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.82.0/24;25668;63213 54527 25668;xe-7/1/0:0.1289;No;cr1.mgmt.vncv1
806;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.88.0/21;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
807;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.96.0/21;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
808;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.120.0/21;11105;11105;et-5/0/2.171;No;cr1.mgmt.vncv1
809;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.152.0/24;271;271;rlt0.30;No;cr1.mgmt.vncv1
810;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.153.0/24;20473;6327 1299 20473;xe-5/1/0:0.0;No;cr1.mgmt.vncv1
811;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.153.0/24;20473;63213 3257 20473;xe-7/1/0:0.1289;No;cr1.mgmt.vncv1
812;TRANSIT-VANTX1.inet.0;206.12.0.0/16;206.12.155.0/24;16462;16462;et-7/1/2.2986;No;cr1.mgmt.vncv1
813;inet.0;207.23.0.0/16;207.23.128.0/19;397375;397375;xe-2/0/2.83;No;cr1.mgmt.vncv1
814;inet.0;207.23.0.0/16;207.23.240.212/32;271;271;rlt0.40;No;cr1.mgmt.vncv1
815;inet.2;207.23.0.0/16;207.23.240.212/32;271;271;rlt0.40;No;cr1.mgmt.vncv1
816;IX-VANTX1.inet.0;207.23.0.0/16;207.23.128.0/19;397375;397375;xe-2/0/2.84;No;cr1.mgmt.vncv1
817;IX-VANTX1.inet.0;207.23.0.0/16;207.23.240.212/32;271;271;rlt0.50;No;cr1.mgmt.vncv1
818;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.128.0/19;397375;397375;xe-2/0/2.81;No;cr1.mgmt.vncv1
819;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.240.12/30;271;271;xe-1/2/1.903;No;cr1.mgmt.vncv1
820;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.240.14/32;271;271;xe-1/2/1.903;Yes;cr1.mgmt.vncv1
821;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.240.28/31;271;271;rlt0.30;No;cr1.mgmt.vncv1
822;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.240.29/32;271;271;rlt0.30;Yes;cr1.mgmt.vncv1
823;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.240.212/32;271;271;rlt0.30;No;cr1.mgmt.vncv1
824;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.253.1/32;271;271;lo0.1;Yes;cr1.mgmt.vncv1
825;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.253.52/31;271;271;xe-1/2/0.3911;No;cr1.mgmt.vncv1
826;TRANSIT-VANTX1.inet.0;207.23.0.0/16;207.23.253.52/32;271;271;xe-1/2/0.3911;Yes;cr1.mgmt.vncv1
827;IX-VANTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;13768 55185;ae11.0;No;cr1.mgmt.vncv1
828;IX-VANTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;13768 55185;ae11.0;No;cr1.mgmt.vncv1
829;IX-VANTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;13768 55185;ae11.0;No;cr1.mgmt.vncv1
830;TRANSIT-VANTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;6327 13768 55185;xe-5/1/0:0.0;No;cr1.mgmt.vncv1
831;TRANSIT-VANTX1.inet.0;209.87.0.0/18;209.87.62.0/24;55185;63213 3257 13768 55185;xe-7/1/0:0.1289;No;cr1.mgmt.vncv1
832;inet.0;128.189.0.0/16;128.189.16.0/20;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
833;inet.0;128.189.0.0/16;128.189.64.0/19;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
834;inet.0;128.189.0.0/16;128.189.96.0/19;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
835;inet.0;128.189.0.0/16;128.189.128.0/18;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
836;inet.0;128.189.0.0/16;128.189.192.0/18;393249;393249;et-5/0/2.184;No;cr2.mgmt.vncv1
837;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.16.0/20;393249;393249;et-5/0/2.199;No;cr2.mgmt.vncv1
838;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.16.0/20;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
839;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.64.0/19;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
840;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.64.0/19;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
841;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.64.0/19;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
842;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.96.0/19;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
843;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.96.0/19;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
844;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.96.0/19;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
845;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.128.0/18;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
846;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.128.0/18;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
847;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.128.0/18;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
848;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.192.0/18;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
849;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.192.0/18;271;271;et-5/0/2.199;No;cr2.mgmt.vncv1
850;TRANSIT-VANTX2.inet.0;128.189.0.0/16;128.189.192.0/18;393249;393249;et-5/0/2.188;No;cr2.mgmt.vncv1
851;inet.0;134.87.0.0/16;134.87.2.48/29;271;271;et-5/0/2.184;No;cr2.mgmt.vncv1
852;inet.0;134.87.0.0/16;134.87.2.54/32;271;271;et-5/0/2.184;Yes;cr2.mgmt.vncv1
853;inet.0;134.87.0.0/16;134.87.2.76/30;271;271;xe-3/0/0.159;No;cr2.mgmt.vncv1
854;inet.0;134.87.0.0/16;134.87.2.78/32;271;271;xe-3/0/0.159;Yes;cr2.mgmt.vncv1
855;inet.0;134.87.0.0/16;134.87.2.84/30;271;271;ge-0/0/6.75;No;cr2.mgmt.vncv1
856;inet.0;134.87.0.0/16;134.87.2.86/32;271;271;ge-0/0/6.75;Yes;cr2.mgmt.vncv1
857;inet.0;134.87.0.0/16;134.87.2.128/29;271;271;rlt0.41;No;cr2.mgmt.vncv1
858;inet.0;134.87.0.0/16;134.87.2.136/30;271;271;rlt0.41;No;cr2.mgmt.vncv1
859;inet.0;134.87.0.0/16;134.87.2.140/30;271;271;rlt0.41;No;cr2.mgmt.vncv1
860;inet.0;134.87.0.0/16;134.87.2.172/30;271;271;rlt0.41;No;cr2.mgmt.vncv1
861;inet.0;134.87.0.0/16;134.87.2.196/31;271;271;rlt0.44;No;cr2.mgmt.vncv1
862;inet.0;134.87.0.0/16;134.87.2.196/32;271;271;rlt0.44;Yes;cr2.mgmt.vncv1
863;inet.0;134.87.0.0/16;134.87.2.198/31;271;271;xe-2/0/4.897;No;cr2.mgmt.vncv1
